time,velocity
40.1868,4.346765
40.20835,4.335546
40.231,4.411486
40.25311,4.44612
40.27547,4.522821
40.29762,4.640233
40.31992,4.705827
40.34314,4.787313
40.36477,4.825851
40.38733,4.828247
40.40907,4.796624
40.43227,4.737184
40.45413,4.60657
40.47575,4.419848
40.50017,4.064555
40.52084,3.931959
40.5437,3.703565
40.56598,3.503139
40.58813,3.33997
40.61098,3.200338
40.63406,3.113758
40.65507,3.109588
40.67815,3.163436
40.69962,3.181777
40.722,3.220831
40.745,3.371089
40.76934,3.443896
40.78886,3.477695
40.81227,3.581738
40.83458,3.639277
40.85602,3.684547
40.8792,3.716742
40.90226,3.727195
40.92397,3.669434
40.94576,3.635241
40.96889,3.628709
40.99052,3.612209
41.01313,3.546222
41.03462,3.507166
41.05744,3.487938
41.07988,3.460778
41.10188,3.439153
41.12402,3.4109
41.14606,3.40319
41.16821,3.410415
41.19099,3.417572
41.21378,3.46577
41.23531,3.503666
41.25784,3.522468
41.28077,3.526235
41.3026,3.517773
41.32454,3.537073
41.34706,3.524703
41.3689,3.503205
41.39272,3.424244
41.41449,3.357942
41.43569,3.276677
41.45872,3.176869
41.48106,3.10149
41.50403,2.986139
41.52654,2.890755
41.55009,2.813151
41.57126,2.762387
41.59369,2.787118
41.61749,2.858338
41.63798,2.916238
41.66061,3.023018
41.68394,3.107046
41.70555,3.172196
41.72818,3.230542
41.74966,3.271522
41.77174,3.297667
41.79405,3.317297
41.81742,3.381214
41.83951,3.435332
41.86264,3.469978
41.88343,3.537986
41.90624,3.595193
41.92779,3.678508
41.95044,3.743299
41.97561,3.781181
41.99591,3.795876
42.01755,3.802977
42.03983,3.744371
42.06205,3.693811
42.08443,3.638414
42.10686,3.529631
42.12905,3.430726
42.15162,3.351585
42.17402,3.228592
42.19651,3.072252
42.21875,2.892403
42.24122,2.695912
42.26324,2.551427
42.28585,2.390366
42.30808,2.217889
42.33124,2.089677
42.35287,2.000381
42.37491,1.984066
42.39746,2.022072
42.42013,2.118248
42.44189,2.259858
42.46573,2.474136
42.48589,2.719406
42.50931,2.955867
42.53156,3.196411
42.55348,3.385519
42.57606,3.567399
42.59924,3.678536
42.62136,3.703946
42.64454,3.737375
42.66553,3.727327
42.68845,3.71052
42.71011,3.632666
42.7337,3.499261
42.75511,3.45873
42.77848,3.359997
42.79997,3.329791
42.82194,3.284106
42.84484,3.267453
42.86718,3.256498
42.88935,3.241627
42.91222,3.223041
42.9339,3.213923
42.95637,3.201267
42.97911,3.197367
43.00074,3.188465
43.02275,3.174924
43.04558,3.191662
43.06867,3.229305
43.08998,3.318723
43.11258,3.382325
43.13444,3.412312
43.15745,3.449901
43.17929,3.469416
43.20353,3.488858
43.22452,3.493742
43.24795,3.499127
43.26862,3.492433
43.29095,3.527084
43.31433,3.558793
43.33667,3.573959
43.35866,3.586371
43.38183,3.583848
43.4028,3.581767
43.42439,3.594202
43.44955,3.576802
43.47025,3.552945
43.49306,3.522241
43.51519,3.462269
43.53675,3.439833
43.56004,3.362017
43.58237,3.290367
43.60278,3.237635
43.62676,3.137968
43.64911,3.052566
43.67068,3.030613
43.69334,3.025351
43.71675,3.145428
43.73794,3.290979
43.76037,3.451925
43.78333,3.68629
43.80532,3.894598
43.82717,4.142139
43.85121,4.319529
43.87241,4.4764
43.89467,4.574732
43.91669,4.597166
43.93918,4.598012
43.9624,4.517092
43.9851,4.381
44.00624,4.250389
44.02958,4.120168
44.05092,3.942458
44.07371,3.780481
44.09526,3.639413
44.11787,3.568259
44.13934,3.499093
44.16135,3.445155
44.18424,3.390572
44.206,3.337217
44.2286,3.285779
44.25135,3.248972
44.27338,3.215429
44.29599,3.220808
44.31743,3.242549
44.34069,3.316292
44.36288,3.367577
44.3858,3.441816
44.40728,3.515478
44.42965,3.576327
44.45194,3.613218
44.47416,3.636294
44.49792,3.647091
44.51963,3.644157
44.54176,3.641568
44.56453,3.652084
44.58752,3.683854
44.60917,3.695272
44.63248,3.703501
44.65469,3.789968
44.67607,3.919279
44.69836,4.019912
44.72001,4.094795
44.74315,4.084257
44.76738,4.105996
44.78836,4.103609
44.81046,4.058273
44.83238,3.950143
44.85487,3.84359
44.8768,3.689767
44.90055,3.414914
44.92156,3.336529
44.94437,3.237135
44.96733,3.144987
44.98837,3.118483
45.01126,3.064747
45.03442,3.047972
45.05759,3.004786
45.07864,2.981201
45.10077,2.960141
45.12423,2.943561
45.14597,2.942635
45.16787,2.889431
45.19012,2.845967
45.21295,2.810415
45.23484,2.795347
45.25694,2.797192
45.27985,2.748795
45.30235,2.711702
45.32407,2.683639
45.3463,2.680296
45.36833,2.629645
45.39075,2.606792
45.41319,2.592897
45.43597,2.586525
45.45734,2.58632
45.4808,2.554729
45.50278,2.537536
45.52491,2.556439
45.54799,2.615587
45.56973,2.668704
45.59276,2.730131
45.61415,2.849752
45.63686,2.961886
45.65984,3.100742
45.68234,3.223349
45.70369,3.31641
45.7267,3.451465
45.7495,3.550452
45.77041,3.5827
45.79262,3.596305
45.81638,3.662157
45.8379,3.650415
45.86023,3.641493
45.88246,3.569509
45.90533,3.475096
45.92684,3.361503
45.94995,3.274433
45.97395,3.20685
45.99452,3.102242
46.01692,3.014199
46.03874,2.939589
46.06112,2.841883
46.08326,2.762489
46.10567,2.717408
46.1282,2.748471
46.15028,2.777911
46.17239,2.868334
46.19514,2.975111
46.2183,3.154805
46.24003,3.347982
46.26224,3.560296
46.28416,3.784262
46.30693,4.017036
46.32888,4.200162
46.35171,4.375481
46.37387,4.508017
46.39616,4.601362
46.41942,4.596108
46.44082,4.560763
46.46346,4.452044
46.48545,4.343623
46.50824,4.18611
46.53132,3.98795
46.55302,3.757359
46.57499,3.504987
46.59745,3.239371
46.61968,3.033281
46.6412,2.813055
46.66432,2.612653
46.68748,2.478788
46.70901,2.378028
46.73294,2.305066
46.75389,2.220336
46.77585,2.163117
46.79852,2.093636
46.82001,1.999826
46.84366,1.888703
46.86572,1.792114
46.88762,1.706358
46.9101,1.675211
46.93231,1.67082
46.9543,1.664682
46.97799,1.780863
47.00166,1.867405
47.02118,1.926563
47.04361,2.055832
47.06735,2.233305
47.08875,2.287967
47.111,2.366343
47.13317,2.439483
47.15561,2.544489
47.17817,2.593852
47.20171,2.653019
47.22281,2.722115
47.24577,2.831168
47.26693,2.984778
47.29007,3.107401
47.31242,3.216967
47.33496,3.302653
47.35645,3.379706
47.3792,3.433166
47.40086,3.481842
47.4234,3.4601
47.4465,3.432136
47.46917,3.349198
47.4907,3.273592
47.51337,3.219776
47.53544,3.16996
47.55776,3.124401
47.57994,3.101201
47.60181,3.042722
47.62549,3.018938
47.64721,3.020978
47.66961,3.035232
47.69181,2.99359
47.71518,2.906515
47.73758,2.85378
47.75955,2.760956
47.78247,2.687669
47.8039,2.596559
47.82631,2.477128
47.84916,2.387289
47.87085,2.275637
47.8934,2.211124
47.91524,2.147038
47.93789,2.0817
47.96116,2.042639
47.98388,1.990635
48.00444,1.913541
48.02711,1.867915
48.04958,1.813665
48.07208,1.737861
48.09445,1.699418
48.11659,1.688851
48.13881,1.717391
48.16036,1.760749
48.18307,1.831062
48.20612,1.925626
48.22752,2.034437
48.25087,2.137291
48.27292,2.299575
48.29478,2.444115
48.31744,2.533188
48.34013,2.560814
48.3628,2.587864
48.38567,2.579996
48.4066,2.531358
48.4289,2.447476
48.45085,2.336533
48.47406,2.204845
48.49619,2.060217
48.51868,1.906892
48.54091,1.799651
48.56351,1.681207
48.58555,1.606178
48.60746,1.53368
48.63097,1.448017
48.65179,1.403596
48.67467,1.342958
48.69672,1.285982
48.71952,1.267708
48.74112,1.281846
48.76455,1.321133
48.78543,1.389027
48.80831,1.528356
48.83117,1.683711
48.85273,1.880822
48.87612,2.124166
48.89837,2.403809
48.92023,2.65445
48.94247,2.860475
48.96554,3.043561
48.98751,3.191908
49.0101,3.255989
49.03255,3.26667
49.05505,3.218342
49.07711,3.122973
49.09956,3.042127
49.12144,2.926289
49.14543,2.70111
49.16639,2.651001
49.18909,2.461038
49.21211,2.360818
49.23321,2.328467
49.25681,2.284189
49.27779,2.211361
49.30067,2.163188
49.32237,2.135802
49.34536,2.118795
49.36782,2.094845
49.38962,2.053953
49.41232,2.0352
49.43439,2.034673
49.45702,2.06505
49.47904,2.138914
49.5018,2.192025
49.52316,2.266259
49.54662,2.403631
49.56809,2.526271
49.59112,2.631673
49.61315,2.736734
49.63634,2.824153
49.65756,2.861644
49.68062,2.892156
49.70235,2.916454
49.72543,2.951602
49.74681,2.928231
49.76967,2.927776
49.79129,2.875958
49.81457,2.833875
49.83541,2.843291
49.85867,2.891757
49.88103,2.950314
49.90277,2.995444
49.92572,3.09666
49.94756,3.244452
49.97402,3.356208
49.99203,3.453908
50.01512,3.558484
50.03738,3.663343
50.05912,3.750092
50.08249,3.873524
50.10496,4.021987
50.12746,4.189113
50.14925,4.371335
50.1713,4.509503
50.19381,4.601449
50.21603,4.656581
50.23869,4.687362
50.26015,4.680367
50.28404,4.686209
50.30574,4.651761
50.32727,4.592522
50.35038,4.531066
50.37275,4.401728
50.39463,4.280587
50.41753,4.167156
50.43953,4.052435
50.46151,3.905966
50.48397,3.795693
50.50713,3.664406
50.52943,3.560981
50.55202,3.415422
50.57323,3.258366
50.59665,3.123573
50.6177,3.009926
50.64078,2.864999
50.66259,2.764592
50.68578,2.685124
50.70732,2.640929
50.73023,2.609137
50.75223,2.540774
50.77485,2.508158
50.79661,2.488072
50.81927,2.445106
50.84162,2.367329
50.86476,2.313157
50.88641,2.245651
50.90921,2.154757
50.93096,2.043289
50.95343,1.967514
50.97885,1.841967
50.9981,1.818091
51.02075,1.770111
51.04329,1.703355
51.06668,1.739941
51.08781,1.77158
51.1091,1.869348
51.13344,2.031715
51.15447,2.063271
51.17609,2.227822
51.20042,2.418102
51.22212,2.483634
51.24422,2.611863
51.26654,2.737493
51.28869,2.862044
51.31008,2.980344
51.33326,3.14204
51.35505,3.307249
51.37812,3.545308
51.39996,3.600742
51.42263,3.769472
51.44435,3.807428
51.46804,3.97346
51.48964,4.040691
51.51139,4.095278
51.53436,4.127202
51.55589,4.139293
51.57898,4.126098
51.60117,4.09419
51.62332,3.996441
51.64571,3.967948
51.66806,3.943096
51.69044,3.953887
51.7125,3.961267
51.73527,4.035654
51.75846,4.126499
51.78083,4.246157
51.80464,4.294403
51.82484,4.283678
51.84893,4.269381
51.86935,4.182004
51.89194,4.109079
51.91444,4.027468
51.9367,3.958781
51.95936,3.884048
51.98172,3.755257
52.00291,3.65313
52.02589,3.556659
52.04729,3.437003
52.07062,3.330172
52.09311,3.253317
52.11536,3.160539
52.13692,3.103506
52.16013,3.019798
52.18166,2.949393
52.20423,2.840547
52.22667,2.773207
52.24929,2.66995
52.27089,2.557186
52.29388,2.422651
52.31646,2.340931
52.33852,2.284092
52.36127,2.266215
52.38364,2.211923
52.40517,2.17354
52.42764,2.177938
52.45029,2.193722
52.47309,2.167193
52.49426,2.186819
52.51755,2.224447
52.53953,2.2842
52.56211,2.342964
52.58419,2.385492
52.60632,2.46424
52.62962,2.553154
52.65109,2.630782
52.67299,2.647446
52.69579,2.664778
52.71841,2.650769
52.7409,2.592878
52.76332,2.548306
52.78538,2.492167
52.80724,2.402895
52.82931,2.356856
52.85174,2.331905
52.87418,2.315391
52.89647,2.285295
52.91847,2.289281
52.94168,2.302012
52.96416,2.394165
52.98647,2.494554
53.0084,2.608704
53.03131,2.678914
53.05331,2.758096
53.07488,2.845607
53.09759,2.917039
53.11972,2.974861
53.14183,3.064691
53.16497,3.152772
53.18661,3.265032
53.20944,3.417756
53.23183,3.503733
53.25389,3.610486
53.28449,3.670874
53.29976,3.683871
53.32092,3.674227
53.34387,3.614865
53.36555,3.563162
53.38756,3.50898
53.40993,3.47244
53.43214,3.45483
53.45507,3.451886
53.47738,3.457732
53.49966,3.524367
53.52211,3.585313
53.54431,3.708913
53.56723,3.877816
53.58898,3.949708
53.61219,3.992321
53.63488,4.052303
53.65594,4.122678
53.67835,4.12583
53.70051,4.108885
53.72354,4.022979
53.74582,3.951767
53.76881,3.824671
53.789,3.704237
53.8124,3.541573
53.83436,3.417182
53.85777,3.256765
53.87928,3.120071
53.90298,2.957855
53.92472,2.783538
53.94765,2.602283
53.97057,2.409741
53.99194,2.261923
54.0141,2.13892
54.03576,2.034394
54.05839,1.9831
54.08104,1.960485
54.10248,1.97687
54.12523,2.052022
54.14826,2.170031
54.16953,2.277969
54.19332,2.397868
54.21563,2.522076
54.23648,2.697996
54.25996,2.792407
54.2822,2.873484
54.30425,2.957513
54.32596,3.023695
54.34914,3.093453
54.37038,3.145291
54.39349,3.230839
54.41754,3.336272
54.43823,3.416821
54.46066,3.491353
54.48239,3.591359
54.506,3.732362
54.52753,3.850386
54.55066,3.93207
54.57227,4.048788
54.59453,4.148577
54.61723,4.25318
54.6391,4.313555
54.66129,4.409806
54.68439,4.455958
54.70605,4.508513
54.72868,4.522198
54.75099,4.527289
54.77311,4.471193
54.79646,4.419893
54.81828,4.351062
54.84038,4.238022
54.86346,4.149401
54.88459,4.049967
54.90715,3.969408
54.93038,3.85696
54.95204,3.748495
54.97598,3.645173
54.99656,3.567068
55.01898,3.491513
55.04089,3.457871
55.06371,3.469508
55.08659,3.510779
55.10828,3.536227
55.13123,3.564417
55.15382,3.673201
55.17542,3.811421
55.19902,3.979858
55.22041,4.116172
55.24319,4.278526
55.26572,4.496558
55.28929,4.708308
55.30907,4.798975
55.33216,4.962535
55.35409,5.114682
55.37663,5.234975
55.39867,5.260004
55.42159,5.238265
55.44376,5.198605
55.46629,5.078477
55.48709,4.942314
55.51092,4.745195
55.53302,4.502165
55.55511,4.272076
55.57697,4.054542
55.60025,3.745927
55.62176,3.694122
55.64398,3.636646
55.66634,3.659428
55.68902,3.641843
55.71138,3.6038
55.73342,3.616753
55.75625,3.670436
55.77898,3.722873
55.80035,3.772639
55.82339,3.867252
55.84647,4.018881
55.86802,4.19171
55.89,4.331601
55.91336,4.527861
55.93481,4.729423
55.95859,4.943472
55.98132,5.103766
56.00198,5.23423
56.02406,5.312189
56.04644,5.341825
56.06898,5.29272
56.09112,5.213649
56.11482,5.106321
56.13554,5.024791
56.15762,4.920881
56.18064,4.819919
56.20301,4.777527
56.22583,4.779462
56.24787,4.77006
56.26974,4.799467
56.29214,4.808512
56.31461,4.744656
56.33694,4.668782
56.35937,4.599052
56.38319,4.461003
56.40363,4.321199
56.42667,4.205879
56.4483,4.058718
56.47073,3.868207
56.49313,3.743075
56.51516,3.629728
56.53745,3.567885
56.56084,3.455103
56.58259,3.353407
56.60504,3.282722
56.62701,3.218135
56.64962,3.159619
56.67221,3.076227
56.69437,3.008588
56.7169,2.971231
56.73983,2.911544
56.76173,2.86242
56.78382,2.822502
56.80637,2.810505
56.82925,2.800952
56.85182,2.817948
56.87307,2.831772
56.89534,2.886757
56.91787,2.930159
56.94067,2.934227
56.96259,2.935537
56.98542,2.908658
57.00803,2.886133
57.02997,2.838487
57.05157,2.800188
57.07356,2.784347
57.09643,2.73246
57.11819,2.71396
57.14206,2.65455
57.16397,2.636661
57.18555,2.599724
57.20805,2.594916
57.23065,2.616232
57.25224,2.661618
57.27499,2.711907
57.29662,2.714051
57.32019,2.792167
57.3421,2.877413
57.36533,3.019565
57.38726,3.153314
57.40945,3.277126
57.43179,3.444303
57.45418,3.616664
57.47655,3.790772
57.49929,3.936173
57.5208,4.055739
57.54303,4.192992
57.56774,4.371008
57.58809,4.445688
57.61012,4.585439
57.63361,4.775662
57.65494,4.796211
57.67755,4.888325
57.69915,4.948098
57.72189,4.983319
57.74501,4.93525
57.76778,4.828623
57.78977,4.656651
57.81173,4.506664
57.83423,4.318275
57.85564,4.150985
57.87893,3.942895
57.90125,3.705834
57.92325,3.499008
57.94592,3.27001
57.97075,3.098207
57.99009,2.904614
58.01319,2.794455
58.03515,2.750389
58.05682,2.740008
58.07964,2.75469
58.10153,2.788608
58.12404,2.867292
58.14681,2.999921
58.16903,3.128364
58.19166,3.249454
58.2136,3.364754
58.23724,3.523795
58.2581,3.662932
58.28048,3.735509
58.30283,3.729436
58.32527,3.730317
58.34727,3.736967
58.37112,3.679754
58.39279,3.589809
58.41568,3.550249
58.43676,3.506164
58.459,3.40961
58.48207,3.342884
58.5044,3.243128
58.52653,3.167505
58.5495,3.122053
58.57101,3.101797
58.59325,3.104727
58.61575,3.177317
58.6376,3.250981
58.66056,3.298536
58.68326,3.403015
58.70595,3.523223
58.72823,3.659192
58.75016,3.779738
58.77222,3.932807
58.79411,4.085792
58.81695,4.257961
58.83901,4.39812
58.86057,4.505917
58.88514,4.639714
58.90735,4.717047
58.92819,4.768991
58.95034,4.802051
58.97584,4.836655
58.99575,4.833155
59.01746,4.817076
59.03978,4.743892
59.063,4.699399
59.08386,4.645164
59.10667,4.553672
59.12974,4.449828
59.15105,4.358478
59.17318,4.259027
59.19769,4.199365
59.21762,4.127396
59.24139,4.071426
59.26334,4.026324
59.28538,4.043383
59.30781,4.129143
59.33074,4.250276
59.35241,4.420246
59.38637,4.785016
59.4009,4.919086
59.4194,4.982358
59.44179,5.120802
59.46452,5.22934
59.48592,5.310408
59.50848,5.358707
59.53086,5.353923
59.55322,5.317291
59.57514,5.304698
59.59794,5.222997
59.62009,5.140033
59.64255,5.032858
59.6658,4.907866
59.68728,4.742136
59.71008,4.545536
59.73343,4.272298
59.75478,4.163513
59.77834,3.825865
59.80054,3.570004
59.82265,3.372227
59.8439,3.266279
59.86743,3.133971
59.88889,3.081628
59.91135,2.94665
59.93428,2.938848
59.95563,2.952917
59.97961,2.983759
60.00089,3.009853
